Catagory,libnum,Title,Composer,Arranger,Copyright,Ensemble,Notes
SB,56,LA CUCARACHA,TRADITIONAL,"KING, VICTOR",1968,JAZZ ENSEMBLE,
LC,310,PRESIDENT GARFIELD'S INAUGURAL MARCH (1881),"SOUSA, J.P.","KLOTZMAN, DOROTHY",1975,Concert Band,
SB,285,Miles Ahead,Davis & Evans,Knowles,,,
SB,287,Touch of Evil,Mancini,Knowles,,,
SB,289,American Patrol,,"Knox, Bob",,,
SB,214,At Last,,"Knox, Bob",,Jazz Ensemble,
SB,174,Blue Moon,Rodgers & Hart,"Knox, Bob",,Jazz Ensemble,
SB,227,Blues In the Night,,"Knox, Bob",,Jazz Ensemble,
EN,214,BOB KNOX CHRISTMAS ARRANGMENTS ,VARIOUS,"KNOX, BOB",,BRASS QUINTET,1ST TRUMPET
EN,214,BOB KNOX CHRISTMAS ARRANGMENTS ,VARIOUS,"KNOX, BOB",,BRASS QUINTET,2ND TRUMPET
EN,214,BOB KNOX CHRISTMAS ARRANGMENTS ,VARIOUS,"KNOX, BOB",,BRASS QUINTET,1ST TROMBONE
EN,214,BOB KNOX CHRISTMAS ARRANGMENTS ,VARIOUS,"KNOX, BOB",,BRASS QUINTET,2ND TROMBONE
EN,214,BOB KNOX CHRISTMAS ARRANGMENTS ,VARIOUS,"KNOX, BOB",,BRASS QUINTET,TUBA
SB,177,Charmaine,,"Knox, Bob",,Jazz Ensemble,
SB,228,"Christmas Song, The",,"Knox, Bob",,Jazz Ensemble,
SB,257,Daddy,,"Knox, Bob",,Jazz Ensemble,
SB,350,DON'T GET AROUND MUCH ANYMORE,"ELLINGTON, DUKE","KNOX, BOB",,JAZZ ENSEMBLE,
SB,215,Dream,,"Knox, Bob",,Jazz Ensemble,
SB,181,Dreamsville,"Mancini, Henry","Knox, Bob",,Jazz Ensemble,
SB,183,Early Autumn,"Herman, Woody","Knox, Bob",,Jazz Ensemble,
SB,216,Georgia,,"Knox, Bob",,Jazz Ensemble,
SB,186,Hernando's Hideway,,"Knox, Bob",,Jazz Ensemble,
SB,188,Hot Toddy,"Flanagan, Ralph","Knox, Bob",,Jazz Ensemble,
EN,212,HYMN ARRANGEMENTS FOR BASS SEXTEXT,VARIOUS,"KNOX, BOB",,BRASS SEXTET,1ST TRUMPET
EN,212,HYMN ARRANGEMENTS FOR BASS SEXTEXT,VARIOUS,"KNOX, BOB",,BRASS SEXTET,2ND TRUMPET
EN,212,HYMN ARRANGEMENTS FOR BASS SEXTEXT,VARIOUS,"KNOX, BOB",,BRASS SEXTET,HORN
EN,212,HYMN ARRANGEMENTS FOR BASS SEXTEXT,VARIOUS,"KNOX, BOB",,BRASS SEXTET,1ST TROMBONE
EN,212,HYMN ARRANGEMENTS FOR BASS SEXTEXT,VARIOUS,"KNOX, BOB",,BRASS SEXTET,2ND TROMBONE 
EN,212,HYMN ARRANGEMENTS FOR BASS SEXTEXT,VARIOUS,"KNOX, BOB",,BRASS SEXTET,TUBA
SB,217,Long Ago and Far Away,,"Knox, Bob",,Jazz Ensemble,
SB,218,LuLu's Back In Town,,"Knox, Bob",,Jazz Ensemble,
SB,219,Medley,,"Knox, Bob",,Jazz Ensemble,
SB,256,Moonlight Serenade,"Miller, Glenn","Knox, Bob",,Jazz Ensemble,
SB,230,More Than You Know,,"Knox, Bob",,Jazz Ensemble,
SB,220,On The Sunny Side of the Street,,"Knox, Bob",,Jazz Ensemble,
SB,226,Opus No. One,"Dorsey, Tommy","Knox, Bob",,Jazz Ensemble,
SB,231,Pennies From Heaven,,"Knox, Bob",,Jazz Ensemble,
SB,221,Pennsylvania 6-5000,,"Knox, Bob",,Jazz Ensemble,
EN,211,POP TROMBONE QUARTET WITH RHYTHM ,VARIOUS,"KNOX, BOB",,TROMBONE QUARTET ,TROMBONE 1 PART
EN,211,POP TROMBONE QUARTET WITH RHYTHM ,VARIOUS,"KNOX, BOB",,TROMBONE QUARTET ,TROMBONE 2 PART
EN,211,POP TROMBONE QUARTET WITH RHYTHM ,VARIOUS,"KNOX, BOB",,TROMBONE QUARTET ,TROMBONE 3 PART
EN,211,POP TROMBONE QUARTET WITH RHYTHM ,VARIOUS,"KNOX, BOB",,TROMBONE QUARTET ,TROMBONE 4 PART
EN,211,POP TROMBONE QUARTET WITH RHYTHM ,VARIOUS,"KNOX, BOB",,TROMBONE QUARTET ,DRUM PART
EN,211,POP TROMBONE QUARTET WITH RHYTHM ,VARIOUS,"KNOX, BOB",,TROMBONE QUARTET ,GUITAR PART
EN,211,POP TROMBONE QUARTET WITH RHYTHM ,VARIOUS,"KNOX, BOB",,TROMBONE QUARTET ,BASS PART
EN,211,POP TROMBONE QUARTET WITH RHYTHM ,VARIOUS,"KNOX, BOB",,TROMBONE QUARTET ,PIANO PART
SB,222,Sentimental Journey,,"Knox, Bob",,Jazz Ensemble,
SB,194,Serenade In Blue,,"Knox, Bob",,Jazz Ensemble,
SB,232,Shangri-La,,"Knox, Bob",,Jazz Ensemble,
SB,223,Shoo-Shoo Baby,,"Knox, Bob",,Jazz Ensemble,
SB,224,Sleepy Lagoon,,"Knox, Bob",,Jazz Ensemble,
SB,225,Star Dust,,"Knox, Bob",,Jazz Ensemble,
SB,233,Stone Enclose the Time-Piece,,"Knox, Bob",,Jazz Ensemble,
SB,234,"Sunday Kind of Love, A",,"Knox, Bob",,Jazz Ensemble,
SB,196,Sunrise Serenade,,"Knox, Bob",,Jazz Ensemble,
SB,247,Things We Did Last Summer,,"Knox, Bob",,Jazz Ensemble,
SB,235,What's New,,"Knox, Bob",,Jazz Ensemble,
SB,282,Woodchopper's Ball,,"Knox, Bob",,,
LC,65,DAYS OF WINE AND ROSES,"MANCINI, HENRY","KRANCE, JOHN",1967,Concert Band,
LC,103,JALOUSIE (JEALOUSY),"GADE, JACOB","KRANCE, JOHN",1926,Concert Band,
LC,405,"MAME, HIGHLIGHTS FROM","HERMAN, JERRY","KRANCE, JOHN",1966,Concert Band,
MC,49,"MAME, HIGHLIGHTS FROM THE BROADWAY MUSICAL","HERMAN, JERRY","KRANCE, JOHN",1966,Concert Band,
EN,31,SARABANDE,"TCHAIKOVSKY, PETER","KREISLER, ALEXANDER VON",1966,"2 CLARINETS, HORN, BASSOON",
SB,329,Samba Dees Gonna Do It,"Kubis, Tom","Kubis, Tom",,Jazz Ensemble,
SB,134,Tiger of San Pedro,,LaBarbera,,Jazz Ensemble,
SB,297,FILTHY MCNASTY,"SILVER, HORACE","LABARBERA, JOHN",1983,,
SB,58,POSTBOPERATION,"LABARBERA, JOHN","LABARBERA, JOHN",1986,JAZZ ENSEMBLE,
EN,169,GAME OF THRONES THEME SONG,"DJAWADI, RAMIN","LACHES, PAUL",2014,BRASS QUINTET,
EN,226,TAKE ON ME,A-HA,"LACHES, PAUL",2015,BRASS QUINTET,
LC,611,BONNIE BLUE FLAG,TRADITIONAL,"LACHES,PAUL",2015,Concert Band,
M,218,JOYCE'S 71ST N.Y. REGIMENT MARCH,BOYER,LAKE,1937,,
LC,38,MARCHE MILITAIRE FRANCAISE,"SAINT-SAENS, C.","LAKE, M. L.",1913,Concert Band,
MC,82,"CALIF OF BAGDAD OVERTURE, THE","BOIELDIEU, A.","LAKE, M.L.",1921,Concert Band,
M,158,GIPPSLAND MARCH,"LITHGOW, ALEX F.","LAKE, M.L.",1914,,
M,142,HAIL! HAIL! THE GANG'S ALL HERE MARCH,,"LAKE, M.L.",1916,,
MC,38,LA GOLONDRINA MEXICAN WALTZ,"SERRADELL, N.","LAKE, M.L.",,Concert Band,
MC,83,"LOST CHORD, THE","SULLIVAN, ARTHUR","LAKE, M.L.",,Concert Band,
M,92,ON THE MALL MARCH,"GOLDMAN, EDWIN FRANKO","LAKE, M.L.",,,
MC,52,OVER THERE - THE WORLD WAR MEDLEY,,"LAKE, M.L.",,Concert Band,
MC,59,PILGRIM CHORUS,"WAGNER, RICHARD","LAKE, M.L.",,Concert Band,
M,173,"U.S. FIELD ARTILLERY MARCH, THE","SOUSA, J.P.","LAKE, M.L.",,,
LC,10,BARBER OF SEVILLE,"ROSSINI, GIOACCHINO","LAKE, MATTHEW",1927,Concert Band,
MC,14,"LANTERN MARRIAGE, THE","OFFENBACH, J.","LAKE, MAYHEW",1916,Concert Band,
M,189,SEMPER PARATUS,"BOSKERCK, FRANCIS SALTUS VAN","LAKE, MAYHEW",1943,,
LC,152,1812 OUVERTURE SOLENNELLE,"TSCHAIKOWSKY, PETER I.","LAKE, MAYHEW L.",1938,Concert Band,MISSING TENOR SAX
LC,94,HUNGARIAN COMEDY,"BELA, KELER","LAKE, MAYHEW L.",1937,Concert Band,
LC,146,OBERON,"WEBER, CARL MARIA von","LAKE, MAYHEW L.",1937,Concert Band,
CS,10,PRAYER,"BRAHMS, J.","LAND, LOIS RHEA",1972,,
SB,269,Harvey's Tune,"Brooks, Harvey","Landrum, Tom",,Stage Band,
SB,268,Jeepers Creepers,Warren - Mercer,"Landrum, Tom",,Stage Band,
LC,188,SLAUGHTER ON TENTH AVENUE,"RODGERS, RICHARD","LANG,  PHILIP",1936,Concert Band,MISSING 1ST & 2ND FLUTE; 2ND OBOE; 2ND BASSOON; BASS SAX; 2ND CORNET; 1ST & 2ND TRUMPET; CHIMES; STRING BASS
MC,23,EL RELICARIO - PASO DOBLE,"PADILLA, JOSE","LANG, PHILIP",1941,Concert Band,
LC,199,SKYSCRAPER FANTASY,"PHILLIPS, DONALD","LANG, PHILIP",1947,Concert Band,MISSING 3RD CORNET; 2ND TROMBONE
LC,411,"AMERICAN SALUTE-BASED ON ""WHEN JOHNNY COMES...""","GOULD, MORTON","LANG, PHILIP J.",1943,Concert Band,
LC,351,"ANNIE, SELECTIONS FROM","STROUSE, CHARLES","LANG, PHILIP J.",1977,Concert Band,
MC,90,"DREAM OF OLWEN, THE","WILLIAMS, CHARLES","LANG, PHILIP J.",1947,Concert Band,
LC,404,"GILBERT & SULLIVAN FESTIVAL, A",VARIOUS,"LANG, PHILIP J.",1962,Concert Band,
LC,332,"HELLO, DOLLY!","HERMAN, JERRY","LANG, PHILIP J.",1969,Concert Band,
LC,184,SENTIMENTAL JOURNEY,"GREEN,BUD/BROWN,LES/HOMER,BEN","LANG, PHILIP J.",1957,Concert Band,MISSING SCORE; CLARINET 1ST & 2ND; CORNET 1ST & 2ND; TRUMPET 3RD; 1ST & 2ND HORN IN Eb; ALL TROMBONE PARTS; BARITONES; TUBA; ALL PERCUSSION (EXCEPT TIMPANI)
M,83,SEVENTY SIX TROMBONES,"WILLSON, MEREDITH","LANG, PHILIP J.",,,
SP,19,TOGETHER WHEREVER WE GO,"STYNE, JULE","LANG, PHILIP J.",1959,,
MC,89,TRAUMEREI,"SCHUMANN, ROBERT","LANG, PHILIP J.",1952,Concert Band,
MC,101,YULETIDE OVERTURE,,"LANG, PHILIP J.",1944,Concert Band,
LC,127,FIDDLE-FADDLE,"ANDERSON, LEROY","LANG, PHILLIP J.",1947,Concert Band,
LC,101,JAMAICAN RUMBA,"BENJAMIN, ARTHUR","LANG, PHILLIP J.",1955,Concert Band,
LC,104,KENTUCKY BABE,"BUCK,RICHARD H./GEIBEL, ADAM","LANG, PHILLIP J.",1952,Concert Band,
SB,345,LYRIC MOOD,"LAPORTA, JOHN","LAPORTA, JOHN",1967,JAZZ ENSEMBLE,
SB,91,"WELCOME BACK, JACK","LAPORTA, JOHN","LAPORTA, JOHN",1959,JAZZ ENSEMBLE,
LC,620,A TRIBUTE TO THE ARMED SERVICES,VARIOUS,"LARSON, LLOYD",2008,Concert Band,
EN,135,"CANADIAN BRASS CHRISTMAS CAROLS, THE",TRADITIONAL,"LARSON, LLOYD",2001,BRASS QUINTET,ONLY TROMBONE 2 AND PIANO
LC,5,"BALLET MUSIC FROM ""FAUST""","GOUNOD, CHARLES","LAURENDEAU, L. P.",1959,Concert Band,
LC,221,"FLYING DUTCHMAN OVERTURE, THE","WAGNER, RICHARD","LAURENDEAU, L. P.",1912,Concert Band,MISSING BASSOON; TIMPANI
MC,9,BALLET MUSIC AND SOLDIER'S MARCH-FROM WM. TELL,"ROSSINI, G.","LAURENDEAU, L.P.",,Concert Band,
MC,13,BOHEMIAN GIRL,"TOBANI, THEO. M.","LAURENDEAU, L.P.",,Concert Band,
M,178,"CONQUEROR MARCH, THE","TEIKE, C.","LAURENDEAU, L.P.",1945,,
LC,336,"FLYING DUTCHMAN OVERTURE, THE","WAGNER, RICHARD","LAURENDEAU, L.P.",1961,Concert Band,
MC,80,"GOLDEN SCEPTRE OVERTURE, THE","SCHLEPEGRELL, R.","LAURENDEAU, L.P.",,Concert Band,
M,5,INVERCARGILL MARCH,"LITHGOW, ALEX F.","LAURENDEAU, L.P.",1913,,
M,20,UNDER THE DOUBLE EAGLE MARCH,"WAGNER, J.F.","LAURENDEAU, L.P.",1895,,
M,93,OLD COMRADES MARCH,"TEIKE, C.","LAURENDEAU, L.P. AND LAKE, MAYHEW L",1938,,
M,217,"FIRST ARMY MARCH, THE","GOLDEN, JAMES O.","LAURENT, KEITH",,,
EN,79,SUNDAY ,MILLER,LAURICELLA,1926,BRASS QUINTET,MISSING SCORE
LC,248,WHEN THE SAINTS COME MARCHING IN,,"LAVELLE, PAUL",1956,Concert Band,
SB,187,Hip To Be Square,"Gibson, B., Hooper, S., Lewis, H.","Lavender, Paul",1986,Jazz Ensemble,
M,171,SALUTE TO OLD GLORY,,"LECKRONE, MIKE",1969,,
SP,16,"CARNIVAL OF VENICE FOR BAND, THE",,"LEE, JACK",1968,,
EN,32,SELECT COMPOSITION,"SINGELEE, J.B.","LEFEBRE, E.A.",,SAX QUARTET,
MC,7,APOLLO MARCH,"BRUCKNER, ANTON","LEIDZEN, ERIK",1951,Concert Band,
LC,441,CAROUSEL,"RODGERS, RICHARD","LEIDZEN, ERIK",1948,Concert Band,
M,143,FULL SPEED AHEAD MARCH,"STEINER, MAX","LEIDZEN, ERIK",1954,,
M,27,ILLINOIS MARCH,"GOLDMAN, EDWIN FRANDO","LEIDZEN, ERIK",1953,,
LC,102,JEROME KERN SONGS,"KERN, JEROME","LEIDZEN, ERIK",1947,Concert Band,
LC,133,MAY THE GOOD LORD BLESS AND KEEP YOU,"WILLSON, MEREDITH","LEIDZEN, ERIK",1951,Concert Band,MISSING BASSOON
M,65,OKLAHOMA MARCH,"RODGERS, RICHARD","LEIDZEN, ERIK",1943,,
LC,192,SOUTH PACIFIC (SELECTIONS),"RODGERS, RICHARD","LEIDZEN, ERIK",1944,Concert Band,
LC,178,"RUSSIAN SAILOR'S DANCE (FROM ""THE RED POPPY"")","GLIERE, REINHOLD","LEIDZEN, ERIK W. G.",1937,Concert Band,
LC,156,PROCESSION OF NOBLES (FROM MLADA),"RIMSKY-KORSAKOV, NICHOLAS","LEIDZEN, ERIK W.G",1938,Concert Band,MISSING 2ND OBOE
M,108,BLAZE AWAY! MARCH,"HOLZMANN, ABE","LEIDZEN, ERIK W.G.",1929,,
LC,160,PICTURES AT AN EXHIBITION - PART I,"MOUSSORGSKY, M.","LEIDZEN, ERIK W.G.",1941,Concert Band,
LC,159,PICTURES AT AN EXHIBITION - PART II,"MOUSSORGSKY, M.","LEIDZEN, ERIK W.G.",1942,Concert Band,
LC,158,PICTURES AT AN EXHIBITION - PART III,"MOUSSORGSKY, M.","LEIDZEN, ERIK W.G.",1938,Concert Band,
LC,325,"CORONATION SCENE FROM OPERA ""BORIS GODOUNOW""","MOUSSORGSKY, M.","LEIDZEN, W.G.",1936,Concert Band,
SP,112,GOD BLESS AMERICA,"BERLIN, IRVING","LEIDZEN, W.G.",1939,,
MC,75,SNOW WHITE OVERTURE,"CHURCHILL, FRANK","LEIDZEN, W.G.",1941,Concert Band,
LC,425,TOCATTA AND FUGUE IN D MINOR,"BACH, J.S.","LEIDZEN, W.G.",1942,Concert Band,
LC,247,WILLIAM TELL OVERTURE,"ROSSINI, G.","LEIDZEN, W.G.",1938,Concert Band,
LC,148,PASSACAGLIA,"SCOTT, CYRIL","LEIST, ROBERT",1958,Concert Band,
SP,40,AIN'T THAT A SHAME,"DOMINO,A. & BARTHOLOMEW,D.","LEONARD, HAL",1955,,
SP,48,BIBBIDI-BOBBIDI-BOO,"DAVID, HOFFMAN, & LIVINGSTON","LEONARD, HAL",1950,,
SP,46,BLUE SUEDE SHOES,"PERKINS, CARL LEE","LEONARD, HAL",1956,,
SP,32,"BUNNY HOP, THE","ANTHONY,R. & AULETTI,L.","LEONARD, HAL",1953,,
SP,99,CAB DRIVER,"PARKS, CARSON","LEONARD, HAL",1968,,
SP,94,CHATTANOOGIE SHOE SHINE BOY,"STONE,H. & STAPP,J.","LEONARD, HAL",1950,,
SP,95,CRYING IN THE CHAPEL,"GLENN, ARTIE","LEONARD, HAL",1953,,
SP,107,DANCE WITH ME HENRY,"ROGERS,J.E. & OTIS,P.","LEONARD, HAL",1955,,
SP,100,DEARIE,"HILLIARD,BOB & MANN,DAVE","LEONARD, HAL",1950,,
SP,108,DIANA,"ANKA, PAUL","LEONARD, HAL",1957,,
SP,106,DON'T BE CRUEL (TO A HEART THAT'S TRUE),"BLACKWELL,OTIS & PRESLEY, ELVIS","LEONARD, HAL",1956,,
SP,110,DRAGNET,"SCHUMAN, WALTER","LEONARD, HAL",1953,,
SP,111,"EH, CUMPARI!",,"LEONARD, HAL",1953,,
SP,115,"GOODNIGHT, IRENE","LEDBETTER, HUDDIE & LOMAX, JOHN","LEONARD, HAL",1950,,
SP,87,"HAPPY WHISTLER, THE","ROBERTSON, DON","LEONARD, HAL",1956,,
SP,61,HAVE I TOLD YOU LATELY THAT I LOVE YOU,"WISEMAN, SCOTT","LEONARD, HAL",1950,,
SP,121,HELENA POLKA,,"LEONARD, HAL",1949,,
SP,60,"HOKEY POKEY, THE","LAPRISE, MACAK, & BAKER","LEONARD, HAL",1953,,
SP,59,HONEYSUCKLE ROSE,"WALLER, THOMAS","LEONARD, HAL",1951,,
SP,62,I DON'T CARE IF THE SUN DON'T SHINE,"DAVID, MACK","LEONARD, HAL",1949,,
SP,68,I HEAR YOU KNOCKING,BARTHOLOMEW & KING,"LEONARD, HAL",1955,,
SP,63,IF I KNEW YOU WERE COMIN' I'D 'VE BAKED A CAKE,"HOFFMAN, MERRIL, & WATTS","LEONARD, HAL",1950,,
SP,65,IN THE GOOD OLD SUMMER TIME,"EVANS, GEORGE","LEONARD, HAL",1949,,
MC,104,JINGLE BELL,,"LEONARD, HAL",1948,Concert Band,
SP,73,LEARNIN' THE BLUES,"SILVERS, D.V.","LEONARD, HAL",1955,,
SP,72,LISBON ANTIGUA,"PORTELLA, DO VALE, & GALHARDO","LEONARD, HAL",1956,,
SP,80,MONA LISA,LIVINGSTON & EVANS,"LEONARD, HAL",1950,,
SP,78,MUSIC TO WATCH GIRLS BY,"RAMIN, SID","LEONARD, HAL",1967,,
MC,105,OLD SOLDIERS NEVER DIE,"GLAZER, TOM","LEONARD, HAL",1951,Concert Band,
SP,25,RIP IT UP,"BLACKWELL, MARASCALCO","LEONARD, HAL",1956,,
SP,24,"ROCK AROUND THE CLOCK, (WE'RE GONNA)","FREEDMAN, KNIGHT","LEONARD, HAL",1955,,
SP,38,SEVENTEEN,"YOUNG, GORMAN, & BENNETT","LEONARD, HAL",1955,,
SP,34,"SHAKE, RATTLE AND ROLL","CALHOUN, CHARLES","LEONARD, HAL",1954,,
SP,33,SINGING THE BLUES,"ENDSLEY, MELVIN","LEONARD, HAL",1956,,
SP,31,SOUTH,"MOTEN,B. & HAYES,T.","LEONARD, HAL",1954,,
SP,125,STRANGER ON THE SHORE,"BILK, ACKER","LEONARD, HAL",1962,,
SP,42,"TEENAGE PRAYER, A","REICHNER,B. & LOWE,B.","LEONARD, HAL",1956,,
SP,6,TENNESSEE WALTZ,"STEWART, REDD & KING, PEEWEE","LEONARD, HAL",1948,,
SP,93,"THING, THE","GREEN, CHARLES R.","LEONARD, HAL",1951,,
SP,15,TOO MUCH,"ROSENBURG,LEE & WEINMAN,BERNARD","LEONARD, HAL",1957,,
SP,12,TUTTI' FRUTTI,"PENNIMAN, R.","LEONARD, HAL",1956,,
SP,134,"UP, UP AND AWAY","WEBB, JIM","LEONARD, HAL",1967,,
SP,140,WAIT 'TILL THE SUN SHINES NELLIE,"TILZER, HARRY","LEONARD, HAL",1950,,
SP,138,WAKE THE TOWN AND TELL THE PEOPLE,"LIVINGSTON, JERRY","LEONARD, HAL",1955,,
SP,11,"WAYWARD WIND, THE","LEBOWSKY, STAN & NEWMAN, HERB","LEONARD, HAL",1956,,
SP,137,"WHATEVER WILL BE, WILL BE (QUE SERA, SERA)","LIVINGSTON,JAY & EVANS,RAY","LEONARD, HAL",1956,,
SP,139,WHEN THE SAINTS GO MARCHIN' IN MARCH,"ANTHONY, RAY","LEONARD, HAL",1954,,
SP,143,WINDY,"FRIEDMAN, RUTHANN","LEONARD, HAL",1968,,
SP,4,YOU ARE MY SUNSHINE,"DAVIS, JIMMIE & MITCHELL, CHARLES","LEONARD, HAL",1951,,
SP,2,"YOU, YOU, YOU","OLIAS, LOTAR","LEONARD, HAL",1952,,
SP,1,YOUNG LOVE,"CARTEY, RIC & JOYNER, CAROLE","LEONARD, HAL",1957,,
LC,143,NIGHT FLIGHT TO MADRID,"LESLIE, KERMIT/LESLIE, WALTER","LESLIE, KERMIT",1959,Concert Band,
EN,233,"DIE NACHTIGALL ""THE NIGHTINGALE""","MENDELSSOHN, FELIX","LEVIN, MICHAEL",UNKNOWN,TROMBONE QUARTET,
EN,236,TROIS CHANSONS,"DEBUSSY, CLAUDE","LEVIN, MICHAEL",1986,TROMBONE QUARTET,
SB,189,In A Sentimental Mood,"Ellington, D; Mills, I; Kurtz, M;","Lewis, Mike",1963,Jazz Ensemble,
SB,263,"Sing, Sing, Sing","Prima, Louis","Lewis, Mike",1999,Jazz Ensemble,
SB,308,Smooth,"Shur, Ita Al/Thomas, Rob","Lewis, Mike",1999,Jazz Ensemble,
LC,32,"OLIVER!, SELECTIONS FROM","BART, LIONEL","LEYDEN, NORMAN",1960,Concert Band,
SB,184,For Once In My Life,"Miller, R; Murden, O","Lieb, Dick",1985,Jazz Ensemble,
SB,99,"YESTERDAY, WHEN I WAS YOUNG","AZNAVOUR, CHARLES & KRETZMER, HERB","LIEB, DICK",1965,JAZZ ENSEMBLE,
SP,28,"SMOKE GETS IN YOUR EYES, WHEN YOUR HEART'S ON FIRE","KERN, JEROME","LINDEMANN, W.C.",1933,,
SB,34,HIP POCKET,"LINDSAY, GARY","LINDSAY, GARY",1987,JAZZ ENSEMBLE,
LC,255,TWO INTERMEZZI,"LULLY, JEAN-BAPTISTE","LIVINGSTON, W. AND FORSBLAD, L.",1972,Concert Band,
LC,366,TRES TRIUMPHATI,"FORSBLAD, LELAND","LIVINGSTON, WAYNE",1970,Concert Band,
EN,38,QUINTET NO. 1,"HAYDN, JOSEPH","LONG, RALPH",1961,WOODWIND QUINTET,
EN,208,QUINTET NO.1,"HAYDN, JOSEPH","LONG, RALPH",1961,WOODWIND QUINTET,MISSING CLARINET; HORN;SCORE
SB,340,GET IT ON,"CHASE, BILL","LOPEZ, VICTOR",2007,JAZZ ENSEMBLE,
SB,344,MOONDANCE,"MORRISON, VAN","LOPEZ, VICTOR",2004,JAZZ ENSEMBLE,
SB,126,Over The Rainbow,,Lowden,,Jazz Ensemble,
SB,290,Armed Forces Salute,,Lowden / Knox,,,
LC,473,ARMED FORCES SALUTE,VARIOUS,"LOWDEN, BOB",1980,Concert Band,
SB,264,"Best of Earth, Wind & Fire, The",,"Lowden, Bob",,Jazz Ensemble,
LC,518,BIG BAND FAVORITES,,"LOWDEN, BOB",1982,Concert Band,
EN,136,BRASS ON BROADWAY,VARIOUS,"LOWDEN, BOB",1989,BRASS QUINTET,
SB,333,Hopelessly Devoted To You,"Farrar, John","Lowden, Bob",,Jazz Ensemble,
SB,49,"MOST BEAUTIFUL GIRL, THE","WILSON, SHERILL & BOURKE","LOWDEN, BOB",1975,JAZZ ENSEMBLE,
SB,240,Polka Dots & Moonbeams,"Burke, J; Van Heusen, J","Lowden, Bob",1943,Jazz Ensemble,
SB,155,PRECIOUS CARGO,"LOWDEN, BOB","LOWDEN, BOB",1974,JAZZ ENSEMBLE,
LC,348,"ROOTS, SELECTIONS FROM","FRIED, JERRY","LOWDEN, BOB",1977,Concert Band,
SB,65,ROSEWOOD,"SHAW, WOODY","LOWDEN, BOB",1974,JAZZ ENSEMBLE,
SB,275,South Rampart Street Parade,,"Lowden, Bob",,,
SB,152,STILL CRAZY AFTER ALL THESE YEARS,"SIMON, PAUL","LOWDEN, BOB",1976,JAZZ ENSEMBLE,
MC,57,POMP AND CIRCUMSTANCE MARCH NO.1 (LAND OF HOPE & G,"ELGAR, EDWARD","LUCKHARDT, H.F.",1938,Concert Band,
LC,335,"PINEAPPLE POLL, SUITE FROM THE BALLET","SULLIVAN, ARTHUR","MACKERRAS, CHARLES",1952,Concert Band,
MC,62,"GOLDEN AGE"", POLKA FROM ""THE","SCHOSTAKOWITSCH, D.","MAGANINI, QUINTO",1942,Concert Band,
MC,48,MAXIMILIAN - OVERTURE,"ASCHER, EMIL","MAHL, FRANZ",,Concert Band,
LC,357,"AIN'T MISBEHAVIN', SELECTIONS FROM",VARIOUS,MALTBY RICHARD,1979,Concert Band,
SB,238,Old Cape Cod,"Rothrock, C; Yakus, M; Jeffrey, A","Maltby, Richard",1957,Jazz Ensemble,
SB,283,"Sing, Sing, Sing",Prima,Mancini / Knowles,,,
SB,11,CHEERS!,"MANCINI, HENRY","MANCINI, HENRY",1963,JAZZ ENSEMBLE,
SP,127,"SHADOW OF YOUR SMILE, THE","WEBSTER, PAUL FRANCIS","MANDEL, JOHNNY",1966,,
SB,12,CHEROKEE,"NOBLE, RAY","MANTOOTH, FRANK",1938,JAZZ ENSEMBLE,MISSING SCORE
SB,17,COUNCIL GROVE GROOVE,"MANTOOTH, FRANK","MANTOOTH, FRANK",1981,JAZZ ENSEMBLE,
SB,18,DARN THAT DREAM,"VAN HEUSEN, JAMES - DELANGE, EDDIE","MANTOOTH, FRANK",1939,JAZZ ENSEMBLE,
SB,36,IMAGINATION,"BURKE, JOHNNY","MANTOOTH, FRANK",1939,JAZZ ENSEMBLE,MISSING SCORE
SB,123,Imagination,"Burke, J; Van Heusen, J","Mantooth, Frank",1939,JAZZ ENSEMBLE,
SB,42,LITTLE GIRL BLUE,"RODGERS, RICHARD & HART, LORENZ","MANTOOTH, FRANK",1983,JAZZ ENSEMBLE,
SB,46,MEAN TO ME,"AHLERT, FRED & TURK, ROY","MANTOOTH, FRANK",1957,JAZZ ENSEMBLE,
SB,55,PEACE,"SILVER, HORACE","MANTOOTH, FRANK",1969,JAZZ ENSEMBLE,
SB,76,SOON IT'S GONNA RAIN,"SCHMIDT, HARVEY & JONES, TOM","MANTOOTH, FRANK",1989,JAZZ ENSEMBLE,
SB,77,Spring Can Really Hang You Up The Most,"WOLF, TOMMY & LANDESMAN, FRAN","MANTOOTH, FRANK",1982,JAZZ ENSEMBLE,
SB,296,STELLA BY STARLIGHT,YOUNG & WASHINGTON,"MANTOOTH, FRANK",2001,,
LC,125,GOD BLESS THE USA,TRADITIONAL,"MARSH, JOHN",1984,Concert Band,MISSING SCORE
LC,584,Tuba Tiger Rag,"Decosta, Harry","Marshall, David",1991,Concert Band,
LC,601,American Soldier,"Keith, Toby/Cannon, Chuck","Martellaro, Joe",,Concert Band,
LC,607,American Soldier,"Keith, Toby & Cannon Chuck","Martellaro, Joe",2004,Concert Band,
SB,35,HUNGARIAN DANCE # 5,"BRAHMS, JOHANNES","MAY, BILLY",1963,JAZZ ENSEMBLE,MISSING SCORE
EN,231,ARIOSO,J.S BACH,McCARTY,1961,TROMBONE QUARTET,
